X-Values,Y-Values
9.239754993301355,-0.502503651700443
9.40996534564036,-0.5293633203860776
9.40996534564037,-0.5293633203860655
9.58656445622256,-0.5592565260349248
9.599784600766354,-0.5202965139202814
9.02761764981592,-0.6873570530371202
9.40996534564037,-0.5293633203860768
9.273304116469552,-0.37101265024446284
9.226884261439803,-0.5382827061836649
9.330556220755861,-0.4932896653868833
9.148791181481856,-0.869930137483753
9.586564456222556,-0.5592565260349152
9.075776212221607,-0.7764812063350685
9.40996534564037,-0.529363320386078
9.409965345640373,-0.5293633203860787
9.503706404535604,-0.4822725109284071
10.649071933459112,0.8480912799831142
10.661942665320664,0.8838703344663323
10.508800148277052,0.8369029703526996
10.809145339365216,0.8516861682107428
10.845244049190722,0.8934231909422381
10.845244049190722,0.8934231909422381
10.313849280911075,0.5123390241063766
11.004144977648112,1.0296395463617147
10.718365293444144,1.114667499622755
10.845244049190724,0.8934231909422383
11.048779384633928,0.9438748980208509
10.73144472782208,0.7755235973130316
10.564118426818444,0.8708207416048382
10.431490149835605,0.7650387844521467
10.5350692040372,0.8368563865192199
10.461926599841068,0.8335790122744988
10.559626539304753,0.48475459360246115
10.519468650856131,1.0187647693344017
10.72997090707283,1.164042052308168
10.604122836778314,1.1070808196350237
10.564118426818446,0.8708207416048378
10.835457679415944,0.856698040562979
10.590428484484974,0.9005123185674371
10.572665053604693,0.8426374804536838
9.783321464726193,-0.2102550167894939
10.555537025635521,0.5689034002955211
-4.890580724718773,-4.98216898040358
-5.555359450307831,-4.8213002953098645
-4.947832829005085,-4.859891965261158
-4.570686859769064,-4.7788601630146905
-4.810693114351058,-4.68537524955822
-5.248476057306611,-4.86580914403148
-5.302733212199443,-4.649056151844772
-4.919714461317261,-4.761375133316083
-5.102074201874982,-4.979298445772096
-4.825751072022197,-4.814701195677674
-5.572470066930301,-4.882626659929983
-5.038979441631725,-5.119661396972056
-5.106903726274213,-4.4812493402629725
-4.782771970076336,-4.692678511406195
-4.862357696738642,-4.821862026201504
-4.992960695500315,-4.943368781529673
-4.980672666431544,-5.24847432504462
-5.150662483072041,-4.9785391875529585
-5.295277691954569,-4.82493008816049
-4.939247924537966,-4.507309023116917
-4.8070206587321,-6.366380211483395
-4.901496461170948,-6.31327612689898
-4.71254485629325,-6.419484296067815
-4.895573296828769,-6.706673983734706
-5.130759927506721,-6.392353844954514
-4.735997465162288,-6.500875986302272
-4.954679942481106,-6.1512229316211515
-4.789970101875308,-6.386203616445686
-4.912978547889235,-6.310344318382405
-4.908847794182584,-6.179742424658592
-5.019034054254449,-6.268836714967738
-5.023322070006574,-6.047126104065782
-5.007062130301662,-6.250681833846619
-4.895573296828769,-6.7066739837347065
-4.875754849736699,-6.241171387824404
-4.799357106291721,-6.762616571309037
-5.039752966693688,-6.42079255159137
-5.196042142402436,-6.459793735971665
-5.06190454517282,-5.9503335882378945
-5.560555797913827,5.340003859049112
-5.761019853940539,5.336458042809197
-6.135415251635234,7.47231946646381
-5.867146609453233,5.621700736070406
-6.48600116121586,6.312588853147275
-5.5840697464529665,4.9821584121556475
-5.539120649772171,4.723168872503737
-6.115361014617376,6.477740742756692
-5.4235887925680775,4.264716572455327
-5.540083406645321,6.056312390193467
-6.249574406998946,6.820436284642852
-6.437609642769461,6.478632706439464
-6.405304531501971,6.123181660747649
-5.676966144556275,4.714129851202519
-5.202054818200168,4.2638858557925765
-6.231929366872964,6.459902907709348
-5.707929875594144,4.685940894275369
-5.278428207862459,3.4644733629909132
-5.578764399756228,4.152915897509007
-6.761659371583402,6.690177764382068
-5.902570109301592,6.444272073822369
-5.35181416181394,5.045719431860114
-5.473702471091309,4.057532373418949
-6.325170642239219,6.240335895691376
-6.202666481269246,4.259708179780993
-5.734741895919968,4.542402059359673
-5.782271062025719,4.511328278100846
-6.213122914636825,6.278127088708203
-5.641447597844389,4.553050380941137
-6.459189130182757,4.327066493407909
-6.310982260765175,6.296973929612626
-6.337745452720722,5.420633374343586
-6.332076979295419,4.23435238264753
-5.488359888803656,4.167451337163886
-6.517045415684648,6.01126424212207
-6.474264335252095,6.6238052564811065
-5.581654186879236,4.156803015582423
-5.235139629784135,3.7099632687013497
-6.467302403866813,3.8311228149534657
